label	text
0	"Ростелеком запускает новый канал ""История"""
-1	ТЕХ.АНАЛИЗ - МТС: Идут попытки сломать июльский нисходящий канал
0	@druxa_nnov, вопрос решен? Если нет, то, пожалуйста, отправьте нам эту информацию: http://t.co/ETLqGM3mUP. Постараемся помочь. ^ДП #МТС
-1	«МегаФон» не имеет права передавать персональные данные своих абонентов дочерней компании «МегаФон-Ритейл», подтвердил сегодня девятый арби
1	@ru_mts ой, большое спасибо, только вот весь город или область проверять придется..
0	#МТС как сменить симку на новую? Есть подозрение что она померла?
-1	Друзья!!! В салонах БилайН продают б/у Apple iPhone под видом новых!!!
-1	образец решения по иску граждан к оао мтс о взыскании незаконно списанных денежных средств http://t.co/WPgYmjRV2E #о #к
0	Настройки мтс для ipad http://t.co/nqlZHwdQmC
-1	iPnone на Мегафоне пишет No Service. Уже полчаса не может сеть найти. Это у меня так или еще у кого?
-1	http://t.co/d9ikWuNjXi «Мегафон» повысит цены на ряд тарифов #runews #новости #лето
1	RT @numivisewujy: Tele2 расширяет границы международного роуминга
1	"Оператор мобильной связи компания ""МТС Украина"" создала на своем сайте подраздел ""Связь на востоке Украины"", в котором будет размещаться оп"
0	Новая услуга от МТС для востока Украины
0	Роутер МегаФон Space MR300-1
1	МТС начала информировать граждан о работе сети на Востоке
1	Бумаги МТС уверенно растут второй день подряд, прибавляя во вторник и среду по 3% соответственно. Закрытие на текущих уровнях позволит гово
-1	"За год юзания интернета ни разу весь трафик не сожрал, странно.
Когда сидел на Билайне, и было чуть больше, улетало на раз-два"
-1	Тв тормозит ужасно! Интернет тормозит! Тольятти #Ростелеком
-1	RT @serzhikoff: Ох уж этот #ростелеком неполадки устраняют неделями, а то и месяцами http://t.co/une8gdS7k3 #speedtest
0	Сергей Румянцев займется розницей «Вымпелкома»
-1	Вы не поверите но это так! / В предыдущем посте я писал что поехал оао ростелеком отключать услугу интернет, т.. http://t.co/XUcUi9wFWl
-1	20 рублей я потратила на Ростелеком чтобы моя наебали на 300
-1	@irakliona у меня дома всегда связь плохая, не говоря уже о лагере хд Билайн~ Связь есть, но 1-2 палочки хд
-1	"50МБит Ежемесячная плата с четвертого месяца 550.

Охуели. Пора валить с мтс. Уже второе повышение цен."
1	У #билайн появилась вторая серия смартфона за 490 рублей. Это хорошо:)
0	В сети Tele2 увеличилась доля смартфонов
0	"@Pervushkin Билайн уже года два её осторожно прощупывает своими ""нулевыми зонами""."
0	@Beeline_RUS отправила
1	Компания «Цифровое телерадиовещание» (ЦТВ), аффилированная с МТС, получила лицензию Роскомнадзора на право осуществлять спутниковое телевещ
0	Нужно купить две симки билайн и мегу.
0	Олимпийская чемпионка Алла Цупер взяла новую высоту с МТС http://t.co/2qf5mIsTYs  МТС... http://t.co/5vs2MfBZtJ
1	Tele2 представляет удобный роуминг-калькулятор для планирования затрат на сотовую связь за границей
-1	Мегафон опустился на дно. Ловит теперь в одном месте у окна;( интернет пропал вообще;(
0	МТС поддерживает детскую киношколу в Приморье http://t.co/d7C2duVE7M
0	мегафон тв скачать http://t.co/uhf7bvztgA
0	"RT @KaterinaFoyH: Реклама тарифа МТС ""Новогодний"". Вариант для Северного Кавказа. - Мишка! Миииииишка!! С новым годоооом!!! - Фатима, что т…"
-1	могу дозвониться в другой город, и говорить по 3 часа, а подруга, которая живет у меня через дорогу- недоступна #логикамтс
-1	RT @LdmlSh: @sowhyalwaysme @YevhenS связи нет в Краснодоне. Лайфа со вчерашнего дня, МТС пару часов нет, Киевстар с проблемами
-1	@korben_korben Проверили бы работу сети и покрытие 3G, о котором Вы писали нам ранее. #билайн
-1	"RT @Ss_donetchina: Авдеевка. Связь МТС нет уже третий день. 
В Авдеевку дозвониться невозможно. 
Из Авдеевки иногда звонки проходят."
-1	@Beeline_RUS Вот так #Билайн решает проблемы абонентов.Они просто отключают абонентов от интернета.Спасибо огромное.
0	Добрый Павел ^ ^ #Megafon
0	Прошивка мегафон ms3a: прошивка мегафон ms3a http://t.co/jJqH1xSdlZ
0	"@megafonru смотря какие СМСки, а если от @megafonru, то с фразой ""Уважаемый абонент"""
-1	"RT @Ss_donetchina: Этл пиздец. Я звоню на мтс в авдеевку , мне говорит ""невірно набраний номер"""
1	@MegaKavkazHelp @megafonru Благодарю за ответ!
0	@RT_russian это скрытая реклама мегафонА?
0	@Spartak83 @kirill_tito у меня был мегафон одно время для офисных дел
1	RT @Voronindelreroc: Теперь абоненты МТС могут оперативно узнавать о ситуации со связью в зоне боевых действий
-1	"Хабаровские бизнесмены пожаловались в ФАС на Интернет ""Ростелекома"""
-1	@Beeline_RUS уже 2-ую неделю «по техническим причинам» персонального предложения по номеру 444 нет, просят позвонить завтра.  Это нормально?
0	мегафон модем как запустить интернет пошаговая инструкция http://t.co/sZVXoICUaU #как
0	Вымпелком инвест 3 об кредитный рейтинг http://t.co/nzPCHw7E76
0	билайн тв скачать http://t.co/9Blj3wwv3p
0	виолончель мегафон скачать http://t.co/O4sMRAyXTa
1	Tele2 расширяет границы международного роуминга http://t.co/y7g6FWrY1q
0	Настройки интернета для навигатора билайн http://t.co/tvEL2dMG7Z
1	Tele2 расширяет границы международного роуминга #событиявмире #ХочуМилыхФолловеров
0	RT @vawobetezug: Как зарабатывает МТС
0	https://t.co/UrzP7sbcO9 Как переводится мтс
-1	RT @olerrapoolwie: В украинском Яремче впервые отключили сотовую связь  из-за вреда здоровью  #МТС #украина
1	А вообще я безмерно рада, что я в той зоне, где у меня всегда 3г. Что мне не надо искать людей с МТС и просить раздать интернет!
0	RT @megafonru: Блогер #СергейДоля с проеком @exprussia доехал от Астрахани до Владивостока с #4G+ от #megafon http://t.co/3SeZFIsQhb
0	МТС создала дополненную реальность в Красноярском краевом краеведческом музее
-1	Нижегородец обвинил Ростелеком в незаконном использовании его земли
0	Запуск смартфона Samsung Z на ОС Tizen вновь отложили #Apple #Мегафон
-1	Нижегородец обвинил «Ростелеком» в незаконном использовании его земли
1	у меня теперь есть мегафон*__* завтра поболтаем, зай #RT
1	МТС вышла на орбиту // Компания запустит оператора спутникового ТВ
-1	"RT @byfyhakisyqe: http://t.co/cSX1lrs6Cf Старые тарифы ""Мегафона"" подорожают для москвичей на 20%"
0	"""Ростелеком"" в Великом Устюге отмечает сто лет.15 октября 2013 года исполняется 100 лет Великоустюгскому телефону. В этот день в 1913 году"
0	"Благотворительная акция ""Ростелекома"" для участников ВОВ"
0	роутер мегафон 3g руководство по настройке e586 http://t.co/fJ3pZpVbFR #e586 #руководство
0	Разработка названия, логотипа, фирменного стиля и бренд-бука новой розничной сети компании «Билайн». ОАО «ВымпелКом» (бренд «Билайн») и циф
-1	"RT @ninylyrezyba: http://t.co/opYO4a24fo Старые тарифы ""Мегафона"" подорожают для москвичей на 20%"
0	«Киевстар», «МТС Украина» и life:) смогут купить 3G-лицензии недорого http://t.co/LqDtwKx7FS
-1	@morgunovaa да кайф сойти с мегафона, а то дорого и в области плохо ловит
0	У синего в офисе, подписываем договор (@ Офис МегаФон) https://t.co/9nDfH7G7Fo http://t.co/VvRHHDKPxF
0	"""Ростелеком"" планирует обжаловать решение хабаровского УФАС в суде http://t.co/X6R6WFSPfz"
-1	Опять у #мтс wcdma накрылась. Оно же 3G или 3,5G... второй раз за неделю... жара что ли так влияет???
-1	"Какой тонкой иронией было назвать онлайн-оплату на сайте МТС словами ""лёгкий платёж""."
-1	"RT @gsowimifi: Хабаровские бизнесмены пожаловались в ФАС на Интернет ""Ростелекома"""
-1	Какой забавный сервис у @ru_mts ! Пока не отвесишь виртуального пинка, сотрудник не начнет процедуру смены тарифа для корпоративщиков! -&gt;
-1	Устьикинские новости: Мегафон засудят за незаконную передачу персональны... http://t.co/2VGbjMqG0Q
0	Дизайн-студия «LINII» разработала фирменный стиль бренд-бука новой розничной сети компании «Билайн»
-1	После введения 4G от Билайн интернет перестал совсем работать
0	@YulyaDream привет, у тебя тоже 4G от Билайн?
1	@NadezhdaVinokur @Megafon21 тебе то точно от Мегафона приходят такие приятности))
-1	"RT @vostok_media: Хабаровские бизнесмены пожаловались в ФАС на интернет от ""Ростелекома"" — http://t.co/DixKQlS0fL"
-1	@london_1D_69 у меня и так Билайн,так обратись в офис Билайн,спроси,почему так
1	Tele2 расширяет границы международного роуминга #геополитика #ЭффектБумеранга
-1	@MegaFonHelp @megafonru @nnikiforov В д.Картино Ленинского р-на МО отсутствует связь, постоянные обрывы . Нет 3G . http://t.co/nE4A42TcTh
0	вай фай роутер мтс411d инструкция http://t.co/hELZAJUtPb #мтс411d #инструкция
-1	"RT @jufyjyvagof: Мы здесь! Что Вы имете в виду под ""не соединяют""? #билайн"
1	RT @Beeline_RUS: Сведите все финансы в одно окно: в нашем кабинете можно следить сразу за несколькими счетами: https://t.co/OFyqttFHCk http…
0	@shestakovar, с чем связан Ваш отклик? Если у Вас есть конструктивные замечания относительно работы компании, отправьте их нам. ^КН #МТС
-1	Опять роуминг, опять Beeline - http://t.co/sOgQ7XtA75
-1	Водный интерактив против СПАМа от «Билайн»
-1	@ru_mts с тем, что вы, как и все операторы, отдаете номер телефона другим сайтам без моего согласия. Я считаю, что такого быть не должно
0	справочник абонентов мтс http://t.co/nPDqjkwoDx #справочник
1	"Спасибо большое Inessa Shlapak 
Как мне нравится слоган ""НАВСТРЕЧУ ПЕРЕМЕНАМ""

Tele2 Kazakhstan  Reach for Change... http://t.co/2IxXiisWYJ"
0	Вологжане могут принять участие в радиоигре.Вологда – Tele2 приглашает слушателей радиостанции «Трансмит» принять участие в радиоиграх «Ска
1	Beeline: Пополняй баланс без комисии
0	Как активировать минуты на мегафоне https://t.co/yWWgMDIhZI
-1	"http://t.co/oNHn89VOeI
 - Мне кажется, уже вся страна ненавидит мужика, поющего в ванной из рекламы МТС "
0	ОАО &amp;quot;Мобильные ТелеСистемы&amp;quot; (NYSE: MBT), ведущий телекоммуникационный оператор в России и странах СНГ, первым среди российских оп
0	пошаговая инструкция подключение интернета билайн телфон http://t.co/Ku4BEe3d3y #интернета #билайн
0	День рождения у актера Уэсли Снайпса. Смотри на #ИнтерактивноеТВ #Ростелеком трилогию о Блэйде - наполовину человеке наполовину вампире…
0	Интернет-магазин МТС в Москве и Подмосковье. Розничная сеть МТС - крупнейший в России операторский ритейлер https://t.co/d5q97AbSPk
0	RT @kostya_5: Перепрошивка модема билайн mf 180 http://t.co/97O5RWQ3wd
1	"Вестник Мордовии :: ""МегаФон"" обеспечил надежную связь на Чемпионате мира по фехтованию в Татарстане http://t.co/8h9LqsP7Si"
0	@Beeline_RUS координаты должны быть видны. Это между Шубино и Бужаниново
1	"МТС начала информировать граждан о работе сети на Востоке.
МТС Украина создала на своем официальном сайте специальный раздел, посвященный"
0	«МегаФон» выступит официальным оператором связи Чемпионата мира по таэквондо, который пройдет в Душанбе 2-11... http://t.co/bg7BSG9ZHi
-1	уже представляю как тот дядька из ростелекома сосет
0	Tele2 поддержала популяризацию объектов культурного наследия Вологодской области.Вологда ? Tele2 поддержал проект, направленный на популяри
0	Ростелеком устроил Интернет-трансляцию с фестиваля «Мрской узел»
1	Жители Татарстана могут оплачивать дополнительные услуги МТС автоматически через новый сервис Сбербанка.
-1	@ru_mts в настройках смартфона выключен приём подобного вещания. Почему сыпятся? http://t.co/yFgzeq4xKK
0	Кто здесь из Гулистана?  Нужен номер оператора билайн из Гулистана. Плиииз
1	"Билайн прошел проверку на прочность #Уфа
http://t.co/6s5k2QY325 http://t.co/mc2O3iI6uI"
-1	RT @habarovski: Хабаровские бизнесмены пожаловались в ФАС на Интернет «Ростелекома» http://t.co/rvsRrLlO7F
0	@megafonvolga когда их ждать в продаже?
1	RT @uninpberw: Каждому клиенту «Билайн» подготовит персональное предложение
0	Tele2 подводит итоги развития сети дистрибуции 2013 года в Вологодской области.За прошедший год количество торговых точек, реализующих комп
0	Я знала, знала что у меня есть друг Билайн! ?
0	RT @may_antiwar: Буду признательна, если еще чуточку денег на телефон 89262471119 (мегафон) скинете, кто может. А то неудобно часто побират…
0	@RomaLebedinsky -&gt;  оставить программы активированными на 24 часа. #билайн
-1	«МегаФон» не имеет права передавать персональные данные своих абонентов дочерней компании «МегаФон-Ритейл», подтвердил Девятый арбитражный
0	@AllaHanninen Сейчас положу деньги на модем МТС через карту и уезжаю, уже больше ждать не могу, иначе опять ничего не успею.
0	Настройка mts mms android http://t.co/8YSPZmLCIG
1	Индексы РФ продолжили повышение в начале торгов, акции Мегафона лучше рынка: К 10.11 МСК индекс ММВБ ... http://t.co/pFSHtW13Bj #novosti
0	@sponsorperm @Rostelecom_Ural Добрый день.Первое сообщение потерялось. Опишите суть проблемы.
0	Как подключить безлимитку на теле2 https://t.co/yiILyTkKJR
-1	кажется @Beeline_RUS в москве опять сдох. пол часа непрозвон, а если прозвон то собеседники не слышат друг друга. район м. октябрьская.
0	@megafonru пермский край
-1	«Связной» и МТС больше не продают ноутбуки
0	"Компания ""Мобильные ТелеСистемы"" (МТС) сообщила о росте популярности мобильных гаджетов с поддержкой технологии 4G-LTE в Сибири. По итогам"
-1	@zlaya_dura у МТС в последние месяцы тоже говно какое-то происходит. Ну, про Иблай я вообще молчу.
0	@mmineev @megafonuralhelp, обратите внимание, пожалуйста.
1	Чистая прибыль МегаФона выросла во II квартале 2014г на 2,2% - до 13,886 млрд руб.
-1	"RT @pravo_ru: Абонент ""МегаФона"" наказал оператора за нарушение тайны связи http://t.co/UbDWWHFQUw"
1	"""Ростелеком"" ввел в коммерческую эксплуатацию услугу ""Защищенный доступ в интернет из виртуальной частной сети"""
-1	@Beeline_RUS еще вопрос по номеру 06475 не могу посмотреть статистику,говорится что недоступно.По данной проблеме тоже надо писать на адрес?
-1	Роскомнадзором ОАО «Мегафон» изобличено в незаконной эксплуатации четырех радиорелейных станций
0	Тариф «Все для бизнеса Серебро», Билайн (Иркутская область) http://t.co/7S4wvlmBsh
-1	"http://t.co/p0oDZ1oxm3 Абоненты компании ""Вымпелком"" (торговая марка ""Билайн"") в понедельник, 28 июля, столкнулись с перебоями в раб"
1	@ru_mts а сегодня лте весь день с 8 утра стабилен на вавилова 24, может дело все де не в здании?
1	Beeline усиливает клиентскую поддержку, расширяя call-центр. Крупнейший оператор связи Beeline (ООО Unitel и СП Buzton) сообщает об увеличе
0	@Beeline_RUS Здравствуйте, уезжаю на практически месяц в Египет, посоветуйте, пожалуйста, что-нибудь для интернета, текущий тариф Всё за 300
0	@fp777 @megafonru Укажите, пожалуйста, Ваш номер телефона и ФИО владельца.
0	"RT @1prime_ru: ""Мегафон"" перевел почти половину оборотного капитала в гонконгские доллары из долларов США:  http://t.co/9H7yWPFzDi"
0	Компания Tele2 запустила новый корпоративный сайт ? tele2.ru
0	"СМИ: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США http://t.co/KJTvby0NMy"
0	@_Lady_Smile_, Вы можете контролировать израсходованный трафик перейдя по ссылке: http://t.co/L3vj79Ak2Z. ^РА #МТС
0	"СМИ: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США"
0	"Новость! -  СМИ: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США"
1	Два повода подключить скоростной Интернет от «Ростелекома» летом: специальные цены + интересные подарки
0	"""Мегафон"" перевел почти половину оборотного капитала в гонконгские доллары из долларов США - чтобы обезопасить себя: http://t.co/1Dsclc1NM2"
0	@arseny_pe Арсений, добрый день! Отправьте, пож-ста, Ваш номер на pomogite@beeline.ru - мы проверим работу базовой станции. #билайн
0	Tele2 дарит пиццы предпринимателям Вологды
0	Мтс как отключить запрет контента https://t.co/O9hk0AzsaQ
1	ДАЮ: +100500 к карме, шоколадку) / ПОЛУЧАЮ: USB модем билайн (на фото пример) / МЕСТО: Желательно центр) / СВЯЗЬ:  http://t.co/FhjJHAJz2c
0	Настройка интернета через телефон билайн http://t.co/OVhDhkVUDz
1	На сегодняшний день услуги сети четвертого поколения &amp;quot;МегаФона&amp;quot; доступны более чем в 60 регионах страны, а максимальная скорость
0	"RT @itass: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США, сообщают финансовые СМИ http://t.co/xmntxXOPlu"
0	оказывается, что мтс расшифровывается как- мобильные телесистемы лил
0	"RT @sovprezidenta: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США, сообщают финансовые СМИ http://t.co/nNX…"
0	"RT @tohub: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США http://t.co/DnRSsHYnob"
-1	ЕБАААТЬ. Мне позвонили из офиса билайна и загрузились меня жтим тупым интернетом спать не дают, сволочи.
1	RT @mobilreview: В Билайн хотят добиться меньшего числа спама. Одна спам смска в два месяца. Обещают с октября достигнуть. Год назад 12 смс…
-1	сукападла, ты чо мтс, совсем уже D:
0	мтс кемерово http://t.co/tp7hdgoG78
0	свой 1784 твит я посвещаю мтсе
1	RT @RussEdinaya: По ДНР заработали мобильная связь и мобильный интернет от МТС. С вчерашнего утра не работали в Донецке и во многих районах…
-1	"http://t.co/WHhzyodaBd Старые тарифы ""Мегафона"" подорожают для москвичей на 20%"
1	«Ростелеком» предлагает подключить телефон по выгодной цене.«Ростелеком» продлевает срок действия акции для жителей столицы Бурятии. С 1 ию
0	Fly v 70 инструкцияподклбчение gprs мегафон http://t.co/qh4MblRNIj #v
0	@MultiMooncat -&gt; Компании или с карт ЕКО (их можно там же или у дилеров купить). #билайн
0	В Омске откроется мобильная библиотека МТС http://t.co/2yJTAy0GBl #Яппи #Yuppie
0	Народ, у кого мтс? Какой у вас тариф?
0	"Компания МТС сообщила о запуске в Омске проекта ""Мобильная библиотека"". Виртуальные шкафы с книгами разместятся на площадке книжного фестив"
0	В Омске откроется мобильная библиотека МТС http://t.co/6bdCk3BnQU
-1	"Новый тариф ""ЧМО"" от МТС: платишь столько, сколько тебе скажут!!!"
0	Компания «МегаФон» поздравила тюменцев с Днем города, представив интерактивный парк спорта и инноваций «МегаZone». В рамках праздника среди
0	@PushStartCook, если ситуация повторится пришлите, пожалуйста, на blogs@mts.ru, указав следующие данные: http://t.co/ETLqGM3mUP. ^РА #МТС
0	В Омске откроется мобильная библиотека МТС
-1	RT @lunyvemuhij: http://t.co/1HbYNeXutt Старые тарифы «Мегафона» подорожали на 20 процентов
0	@toriashleyyy_, рекомендуем заказать детализацию через личный кабинет: https://t.co/ZcfzdMCwFy  и проверить корректность начислений.^РА #МТС
1	«Ростелеком» ввел в коммерческую эксплуатацию услугу «Защищенный доступ в интернет из визуальной частной сети».&amp;laquo;Ростелеком&amp;raquo; вве
0	@abbsol @Beeline_RUS это плохо или хорошо?
-1	@ru_mts Разговоров очень мало.Входящие в основном.Должно 33 руб в сутки и 10 мин бесплатно.Как я понимаю.По факту около 800 руб.
-1	RT @bzfrmt_amur: Хабаровские бизнесмены пожаловались в ФАС на Интернет Ростелекома  http://t.co/DHEaqNb9Bc http://t.co/avvLvnvgwT
1	По итогам второго квартала 2014 года выручка «МегаФона» выросла на 6,1%, до 76,666 млрд руб. Компания подтвердила ранее обнародованный прог
0	"RT @erikdavidych: СМИ: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США"
-1	@Beeline_RUS Хотя бы потому, что сотрудник мне говорил, что модем не предназначен для игр(хотя в это же время шла реклама ...
-1	"@MultiMooncat Да, ""закон подлости"" проявляется обычно в самый ""нужный"" момент :) #билайн"
1	#новости Абоненты «МегаФона» могут настроить SMS-фильтр для блокировки нежелательных сообщений http://t.co/uEKfe2BcDs #runews
0	RT @ayashumova: Перебросить деньги с телефона на телефон теле2 http://t.co/NtHUssekks
0	В Омске откроется мобильная библиотека МТС - http://t.co/bFqNumpEHH
1	"""МегаФон"" увеличил квартальную выручку:   В минувшем квартале показатель OIBDA «МегаФона» не изменился и соста... http://t.co/ufUPSlvbRp"
1	@barskykd @megafonru у мня мгфн норм инет. Ты в какой т. мерил? И кста гря в курсе что мерил на серваке KUMERTAU?
0	«Билайн» призывает всех абонентов мобильной связи с о? Обаму
1	Tele2 отменяет плату за общение внутри сети и снижает стоимость звонков на все направления
1	Милейший дедушка, увидев #сердцегорода, спросил, что это. Мы рассказали. Идея привела его в восторг:) #Калининград #Ростелеком #sputnikru
-1	Поменяла МТС,лайф на прицеле
0	Иван Таврин: результаты МегаФона соответствуют прогнозам на год
0	@megafonru когда в Воронеже будет 4G?
0	@herr_terme @megafonru Может. Может у меня мои 8 гб трафика кончились.
0	RT @PogrebnyakAA: “Мегафон” перевел 40% оборотного капитала в гонконгские доллары из долларов США http://t.co/AMbIkwmJbp
1	"@26SN26 блин)это вообще рандом какой-то.чисто как повезет. одно могу сказать, что пока ""тьху-тьху""мтс-ка моя работает хорошо. а стар - боль)"
0	#sms http://t.co/wTtELW2moD смс мегафон бесплатно
0	RT @dnarlsirnb: Как отключить анекдоты на теле2 http://t.co/XSmuLqZpOX
0	@fituwyqibak Виктор, здравствуйте! Что случилось? Мы хотели бы разобраться. #билайн
0	Мегафон конвертировал 40% оборотного капитала в гонконгские доллары
0	«Ростелеком» выступил партнером мероприятия «Карапузы, на старт!» #R
1	Beeline увеличил численность персонала call-центра - http://t.co/CpdaYbSo9k - http://t.co/x7EJLkymCu
0	@tohub @LTronina Правильное и своевременное решение #Мегафона, сегодня в #Гонконге #доллар укрепляют #Ротшильды http://t.co/ETis75o6bO
0	"Компания ""ВымпелКом"" (""Билайн Бизнес"") представила новую линейку пакетных тарифных планов ""Все для бизнеса"" и линейку тарифных планов для м"
-1	"RT @beyond_2000: МТС, Сбербанк и прочие тоже смазывают лыжи? // ""Лукойл"" продает свои бензоколонки на Украине http://t.co/oyrbfLFvmI http:/…"
0	«МегаФон» стал официальным поставщиком услуг связи для Уральского таможенного управления http://t.co/DGnCZUT01E
-1	RT @roserdia83: Новый тариф от МЕГАФОН «Мегафон-лох» платишь столько сколько скажут!!!
1	@MegaFonUralhelБольшое вам спасибо!
0	ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ! … … …
0	#RT ВНИМАНИЕ! ОПРОС! Друзья! Для тех, у кого РОСТЕЛЕКОМ! … … … …
0	ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ! … … … …
1	Перенесли номер быстро, теперь снова с @megafonru ??
0	В один и тот же день получил два счёта-квитанции – один от ОАО «Ростелеком», другой от ОАО «Тверьэнергосбыт» (Вышневолоцкое МОС, Удомельско
0	RT @MegaKavkazHelp: @megafonru @NiketasНа данный момент информации по срокам запуска технологии 4G в г.Воронеже не представлены. Компания р…
0	Прикиньте, Толик в горах, ксюша на даче, чувак из мтс на море а я уж третий день дома.... 
1	RT @abbsol: В Новгороде на Билайне заработал LTE
1	Год бесплатной связи для двоих при покупке смартфона Login 2.До 31 июля абонентам, купившим смартфоны MegaFon Login 2, предоставляется возм
1	«Ростелеком» продолжает внедрять технологию GPON в Прокопьевске. Кемеровский филиал ОАО «Ростелеком» расширил территорию доступа к сети Инт
0	"""Билайн Бизнес"" представил новые тарифы для интернета и звонков - http://t.co/PwH0byJ1Zx"
-1	#RT Все друзья у кого МТС часто на минусе ходят) хз вот брать МТС или нет)
1	Сходила в мтс, терь все норм
0	"""Мегафон"" переведет 40% капитала в гонконгские доллары 

http://t.co/5SZzsH3nkD"
0	"""Билайн Бизнес"" представил новые тарифы для интернета и звонков"
0	"RT @maarussie: “@sovprezidenta: ""Мегафон"" перевел 40% оборотного капитала в гонконгские $ из США $ http://t.co/yJn310YeOU”
Кто не скачет, т…"
-1	"""МТС-Украина"" прекращает работать в Крыму.Сотовый оператор &amp;quot;МТС-Украина&amp;quot; заявляет об ухудшении качества мобильной связи на полуос"
0	Как же долго я этого ждал. НАКОНЕЦ-ТО. Процесс пошел «МегаФон» перевел до 40% денежных средств в гонконгские доллары http://t.co/Iz3AletOCk
0	«МегаФон» перевел до 40% денежных средств в гонконгские доллары
1	А Мегафон-то молодец, подписку снял, денежки вернул О_о
0	«МегаФон» перевел до 40% денежных средств в гонконгские доллары http://t.co/UVIaJazDZy] #RT #follow #followback #ru_ff #новости
-1	"Та у меня в тви отклики не грузят, вк сообщения не отправляются и ответы не загружаются!1!!
Мегафон ска http://t.co/pzJycD5WJX"
-1	RT @basilius3: @fima_psuchopadt @daniilgumin @MegaFon_SZ_Help присоединяюсь!!! Понизили скорость инета( посмотрел вчера 2-й тайм футбола
-1	Ростелеком - Хамтелеком :) http://t.co/kfER5UTdq4
1	МТС запустила сеть 4G в Выксе и прогнозирует рост спроса на мобильные услуги прежними темпами http://t.co/jlIA5znyFX http://t.co/bmg1g0otL6
1	Позвонили с утра компания МТС и подорили бесплатный интернет))
-1	Клёво, что когда у меня есть деньги на счету, Билайн просто не подключается к интернету?)))
0	"RT @vesti_kpss: ""Мегафон"" переводит капитал в гонконгские доллары http://t.co/fHImk1bU5r"
0	обзор билайн смарт инструкция http://t.co/pK8iZ543C8 #обзор
0	«Мегафон» перевел 40% оборотного капитала в гонконгские доллары: http://t.co/7oE1FfRpvi
0	"""Мегафон"" переведет 40% капитала в гонконгские доллары  http://t.co/cBkg69lFoC"
0	«МегаФон» перевел до 40% денежных средств в гонконгские доллары! А.Усманов похоже это сделал?!!
0	«Мегафон» перевел 40% оборотного капитала в гонконгские доллары http://t.co/QoMV3fId95
-1	Наебать МТС - бесценно.
0	RT @deeeeep_z: Мегафон перевел примерно 40% оборотного капитала в гонконгские доллары из долларов США, чтобы обезопасить себя от возможных …
0	Абоненты компании «Ростелеком&amp;nbsp;&amp;nbsp;Армения» смогут отныне осуществлять платежи за услуги не только посредством мгновенных систем, но
0	«Мегафон» решил перевести 40% капитала в гонконгские доллары
0	Опубликовано фото @ Вымпелком (Билайн) http://t.co/g3dE9ilJra
0	Tele2 поздравляет вологодских абонентов наступающими праздниками Нового года и Рождества.Из года в год Tele2 подтверждает статус одной из с
-1	«МегаФон» повысил стоимость роуминга в два раза http://t.co/CAAmgoW0YN
0	"""Мегафон"" перевел ~40% оборотного капитала из USD в гонконгские доллары, чтобы обезопасить себя от рисков. Остаток хранится в рублях."
0	"""Мегафон"" переведет 40% капитала в гонконгские доллары. Примерно 40% оборотного капитала оператора связи ""Мегафон"" будет переведено из амер"
-1	Мне стыдно за то, что в последнее время происходит с #МегаФон в Санкт-Петербурге: понижение скорости, убийственное падение качества связи,
1	«МегаФон» более чем в три раза снижает стоимость пакета «Интернет S»
-1	Температура воздуха сегодня от Beeline не радует((( #лето #жара #Навои #+41 #Beeline http://t.co/HlEelFR7Ot
0	RT @Ruposters: «Мегафон» перевел 40% оборотного капитала в гонконгские доллары http://t.co/AGbGxqjzf3 http://t.co/J1hunEgjhq
0	инструкция к смартфону мтс-975 http://t.co/myrpepW5nN #к #смартфону
0	@FlySomeFruit @MegaFon_CF_Help, обратите внимание, пожалуйста.
1	"""МегаФон"" улучшил качество интернета 4G+ в Махачкале http://t.co/HLkWTu7xbI"
-1	@BCEX_HET МТС не работает, только Лайф. Но есть Интернет. У за окном тихо, что тоже радует. И ночь прошла спокойно)) Дай Бог так и дальше.
0	"""Мегафон"" переведет 40% капитала в гонконгские доллары"
0	RT @megafonru: #WashingtonPost: Толстой написал «Войну и мир», Чайковский -«Лебединое озеро»,список продолжает ролик команды #Сибирь http:/…
-1	RT @MilediNetali: @BCEX_HET МТС не работает, только Лайф. Но есть Интернет. У за окном тихо, что тоже радует. И ночь прошла спокойно)) Дай …
0	«Яндекс» запустил мобильное приложение для оплаты штрафов ГИБДД #Apple #Мегафон
-1	@ru_mts за 10 минут ещё два сообщения от #мтс !( как остановить рассылку?((
0	скачать бесплатно программу мтс тв http://t.co/sStmXiiSCX
1	В Краснодарском крае Ростелеком модернизирует свое вещание.Сеть передачи данных на Кубани будет усовершенствоваться.
-1	сдохни, билайн =)
